order_id,order_date,product_id,product_title,category,price,quantity,country,rating
ORD1060,2025-08-19T19:15:11.377078,P8056,Plush,Toys,60.43,4,DE,3.6
ORD1061,2025-08-22T19:15:11.377078,P2485,Lego,Toys,23.56,2,DE,1.9
ORD1062,2025-07-25T19:15:11.377078,P4904,Data Science,Books,48.28,3,DE,3.7
ORD1063,2025-11-08T19:15:11.377078,P8686,Lego,Toys,57.0,3,DE,2.3
ORD1064,2025-09-22T19:15:11.377078,P2821,Data Science,Books,65.88,2,IN,3.1
ORD1065,2025-10-07T19:15:11.377078,P1316,Sunscreen,Beauty,17.05,1,GB,3.8
ORD1066,2025-09-15T19:15:11.377078,P6725,Lamp,Home,32.41,4,US,3.9
ORD1067,2025-06-21T19:15:11.377078,P9638,Vacuum,Home,2.44,3,JP,4.2
ORD1068,2025-10-18T19:15:11.377078,P9381,Data Science,Books,43.75,4,JP,2.0
ORD1069,2025-09-15T19:15:11.377078,P2509,Sunscreen,Beauty,17.58,3,GB,3.3
ORD1070,2025-08-30T19:15:11.377078,P7549,Kindle,Electronics,35.17,3,IN,4.2
ORD1071,2025-11-11T19:15:11.377078,P8604,Air Fryer,Home,12.26,1,US,1.5
ORD1072,2025-08-11T19:15:11.377078,P9293,Moisturizer,Beauty,38.37,3,IN,3.7
ORD1073,2025-10-12T19:15:11.377078,P6709,Moisturizer,Beauty,35.66,4,CA,2.5
ORD1074,2025-06-23T19:15:11.377078,P1776,Vacuum,Home,27.95,4,JP,2.8
ORD1075,2025-09-04T19:15:11.377078,P9540,Moisturizer,Beauty,60.63,1,JP,4.1
ORD1076,2025-11-21T19:15:11.377078,P1044,Air Fryer,Home,31.23,3,BR,4.8
ORD1077,2025-09-19T19:15:11.377078,P2104,Python 101,Books,77.55,4,US,3.4
ORD1078,2025-08-17T19:15:11.377078,P7502,Kindle,Electronics,83.16,1,IN,2.2
ORD1079,2025-07-21T19:15:11.377078,P5639,Jeans,Clothing,15.12,1,JP,4.1
ORD1080,2025-11-02T19:15:11.377078,P7159,Vacuum,Home,17.2,1,CA,4.3
ORD1081,2025-06-13T19:15:11.377078,P7125,Echo Dot,Electronics,83.76,3,JP,1.1
ORD1082,2025-10-14T19:15:11.377078,P8274,Lego,Toys,27.41,4,GB,4.6
ORD1083,2025-05-28T19:15:11.377078,P2406,Plush,Toys,25.68,1,US,3.4
ORD1084,2025-10-27T19:15:11.377078,P3203,Sneakers,Clothing,1.36,2,US,4.2
ORD1085,2025-09-30T19:15:11.377078,P8377,Sneakers,Clothing,34.96,4,IN,1.2
ORD1086,2025-09-18T19:15:11.377078,P1774,Python 101,Books,58.07,3,IN,1.6
ORD1087,2025-07-15T19:15:11.377078,P1899,Sunscreen,Beauty,13.24,1,BR,4.9
ORD1088,2025-09-15T19:15:11.377078,P1039,Sunscreen,Beauty,38.86,1,US,4.5
ORD1089,2025-06-13T19:15:11.377078,P7931,Novel,Books,49.57,2,GB,4.9
ORD1090,2025-09-19T19:15:11.377078,P8853,Air Fryer,Home,39.56,2,FR,1.6
ORD1091,2025-09-09T19:15:11.377078,P5837,Board Game,Toys,24.14,2,BR,3.6
ORD1092,2025-08-27T19:15:11.377078,P7217,Novel,Books,38.67,2,DE,2.9
ORD1093,2025-07-17T19:15:11.377078,P1840,Echo Dot,Electronics,82.39,4,CA,2.7
ORD1094,2025-08-10T19:15:11.377078,P2380,Sunscreen,Beauty,30.48,4,DE,1.9
ORD1095,2025-06-03T19:15:11.377078,P3687,Jeans,Clothing,8.65,4,DE,2.9
ORD1096,2025-09-06T19:15:11.377078,P6306,Echo Dot,Electronics,61.76,2,BR,3.6
ORD1097,2025-10-16T19:15:11.377078,P4083,Air Fryer,Home,43.38,1,FR,2.7
ORD1098,2025-08-28T19:15:11.377078,P8273,Air Fryer,Home,82.95,4,BR,4.5
ORD1099,2025-08-29T19:15:11.377078,P3418,USB-C Cable,Electronics,79.86,3,IN,2.3
ORD1100,2025-10-26T19:15:11.377078,P8396,Lamp,Home,44.31,4,US,2.1
ORD1101,2025-07-23T19:15:11.377078,P1598,Air Fryer,Home,24.83,3,BR,1.1
ORD1102,2025-08-03T19:15:11.377078,P7381,Novel,Books,1.1,2,GB,3.4
ORD1103,2025-11-16T19:15:11.377078,P1689,Moisturizer,Beauty,30.29,3,JP,4.1
ORD1104,2025-10-01T19:15:11.377078,P7776,Python 101,Books,40.3,1,DE,3.6
ORD1105,2025-08-30T19:15:11.377078,P5200,Python 101,Books,46.82,4,GB,1.7
ORD1106,2025-09-05T19:15:11.377078,P2804,Novel,Books,63.58,4,IN,5.0
ORD1107,2025-08-06T19:15:11.377078,P3957,Vacuum,Home,59.08,4,US,4.0
ORD1108,2025-06-24T19:15:11.377078,P3756,Fire TV Stick,Electronics,112.29,4,GB,4.6
ORD1109,2025-07-19T19:15:11.377078,P2749,T-Shirt,Clothing,2.32,1,DE,3.3
ORD1110,2025-07-10T19:15:11.377078,P8564,Moisturizer,Beauty,15.27,2,IN,3.6
ORD1111,2025-10-12T19:15:11.377078,P6523,Air Fryer,Home,25.93,4,US,2.5
ORD1112,2025-10-27T19:15:11.377078,P3979,Sunscreen,Beauty,44.25,4,DE,4.1
ORD1113,2025-11-07T19:15:11.377078,P3744,Sunscreen,Beauty,29.26,2,FR,4.4
ORD1114,2025-08-07T19:15:11.377078,P9982,Data Science,Books,13.22,1,JP,3.5
ORD1115,2025-07-01T19:15:11.377078,P3332,Python 101,Books,49.0,2,US,4.7
ORD1116,2025-09-12T19:15:11.377078,P6098,Moisturizer,Beauty,34.76,1,US,2.1
ORD1117,2025-11-20T19:15:11.377078,P8224,Board Game,Toys,34.8,3,FR,2.9
ORD1118,2025-10-04T19:15:11.377078,P3562,Sneakers,Clothing,38.27,3,JP,4.1
ORD1119,2025-10-06T19:15:11.377078,P8282,Novel,Books,45.29,3,DE,3.2
ORD1120,2025-11-21T19:15:11.377078,P2385,Jeans,Clothing,63.22,1,CA,3.9
ORD1121,2025-06-19T19:15:11.377078,P3679,Sneakers,Clothing,22.52,1,US,4.1
ORD1122,2025-08-19T19:15:11.377078,P3927,Jeans,Clothing,47.25,4,JP,2.6
ORD1123,2025-09-04T19:15:11.377078,P5863,USB-C Cable,Electronics,106.49,1,IN,4.7
ORD1124,2025-08-03T19:15:11.377078,P9577,Novel,Books,39.96,1,US,1.4
ORD1125,2025-10-14T19:15:11.377078,P1073,Sneakers,Clothing,2.53,3,IN,4.0
ORD1126,2025-07-09T19:15:11.377078,P1916,Novel,Books,35.83,4,FR,4.4
ORD1127,2025-09-26T19:15:11.377078,P5774,Python 101,Books,36.38,2,US,2.6
ORD1128,2025-07-09T19:15:11.377078,P4734,Sunscreen,Beauty,58.25,2,IN,2.4
ORD1129,2025-09-11T19:15:11.377078,P5040,Sunscreen,Beauty,22.89,3,DE,2.1
ORD1130,2025-06-12T19:15:11.377078,P7074,Lamp,Home,8.73,3,CA,3.9
ORD1131,2025-07-20T19:15:11.377078,P7976,Novel,Books,72.05,3,DE,1.5
ORD1132,2025-08-06T19:15:11.377078,P5461,Kindle,Electronics,46.39,1,JP,3.0
ORD1133,2025-06-09T19:15:11.377078,P4157,Python 101,Books,64.36,1,GB,1.1
ORD1134,2025-07-28T19:15:11.377078,P5046,Plush,Toys,34.55,4,DE,4.8
ORD1135,2025-07-18T19:15:11.377078,P4120,Sneakers,Clothing,12.95,4,JP,1.9
ORD1136,2025-08-31T19:15:11.377078,P9854,Vacuum,Home,40.64,2,BR,3.4
ORD1137,2025-07-10T19:15:11.377078,P3696,Air Fryer,Home,16.72,4,CA,1.6
ORD1138,2025-09-06T19:15:11.377078,P3255,Novel,Books,38.7,1,IN,4.1
ORD1139,2025-11-23T19:15:11.377078,P6300,Air Fryer,Home,43.5,4,BR,4.3
ORD1140,2025-06-30T19:15:11.377078,P2540,Sunscreen,Beauty,22.29,2,FR,1.4
ORD1141,2025-08-28T19:15:11.377078,P9410,Data Science,Books,22.5,4,DE,1.1
ORD1142,2025-06-04T19:15:11.377078,P1461,Sneakers,Clothing,14.47,2,GB,1.3
ORD1143,2025-07-23T19:15:11.377078,P1427,Jeans,Clothing,26.98,4,US,1.4
ORD1144,2025-09-30T19:15:11.377078,P5043,Air Fryer,Home,51.98,4,GB,2.2
ORD1145,2025-05-28T19:15:11.377078,P3609,Data Science,Books,43.95,1,US,4.5
ORD1146,2025-08-24T19:15:11.377078,P1263,Echo Dot,Electronics,76.79,2,CA,2.7
ORD1147,2025-07-13T19:15:11.377078,P3060,Lamp,Home,10.55,3,CA,2.0
ORD1148,2025-07-08T19:15:11.377078,P7694,Jeans,Clothing,12.54,2,CA,4.7
ORD1149,2025-10-03T19:15:11.377078,P2722,Python 101,Books,8.61,4,GB,1.2
ORD1150,2025-05-29T19:15:11.377078,P9395,Lego,Toys,36.56,1,GB,1.1
ORD1151,2025-07-10T19:15:11.377078,P1799,Echo Dot,Electronics,36.05,2,FR,3.4
ORD1152,2025-10-28T19:15:11.377078,P5798,Sunscreen,Beauty,32.98,2,FR,1.7
ORD1153,2025-07-12T19:15:11.377078,P3236,Sneakers,Clothing,13.14,2,JP,2.8
ORD1154,2025-08-01T19:15:11.377078,P7606,Jeans,Clothing,66.7,1,IN,2.3
ORD1155,2025-07-05T19:15:11.377078,P5638,Lamp,Home,39.85,2,DE,2.3
ORD1156,2025-07-29T19:15:11.377078,P4449,Moisturizer,Beauty,37.82,3,US,1.7
ORD1157,2025-10-07T19:15:11.377078,P8432,Lamp,Home,64.64,2,CA,4.6
ORD1158,2025-06-22T19:15:11.377078,P7031,Kindle,Electronics,81.24,4,BR,1.7
ORD1159,2025-05-28T19:15:11.377078,P9316,Sunscreen,Beauty,4.95,2,US,5.0
ORD1160,2025-11-05T19:15:11.377078,P1819,Air Fryer,Home,31.23,3,JP,3.1
ORD1161,2025-06-06T19:15:11.377078,P5024,Kindle,Electronics,77.98,3,FR,2.2
ORD1162,2025-05-31T19:15:11.377078,P1467,Data Science,Books,6.73,1,FR,1.9
ORD1163,2025-09-14T19:15:11.377078,P2667,Sneakers,Clothing,31.78,3,FR,2.6
ORD1164,2025-09-07T19:15:11.377078,P3408,Sunscreen,Beauty,56.75,4,IN,4.9
ORD1165,2025-05-30T19:15:11.377078,P1316,Fire TV Stick,Electronics,85.34,4,IN,3.1
ORD1166,2025-11-04T19:15:11.377078,P6916,Data Science,Books,18.44,4,DE,3.7
ORD1167,2025-06-29T19:15:11.377078,P7137,Python 101,Books,8.21,2,GB,4.4
ORD1168,2025-08-20T19:15:11.377078,P8919,Sneakers,Clothing,7.76,2,BR,4.5
ORD1169,2025-10-08T19:15:11.377078,P6874,Air Fryer,Home,28.65,1,BR,4.1
ORD1170,2025-11-06T19:15:11.377078,P7294,Jeans,Clothing,8.44,4,IN,4.2
ORD1171,2025-10-08T19:15:11.377078,P5101,Vacuum,Home,59.55,2,US,4.9
ORD1172,2025-11-03T19:15:11.377078,P6658,Jeans,Clothing,66.07,4,DE,2.3
ORD1173,2025-08-09T19:15:11.377078,P1091,Data Science,Books,48.03,2,FR,4.7
ORD1174,2025-08-03T19:15:11.377078,P4263,Air Fryer,Home,49.17,2,DE,1.5
ORD1175,2025-07-28T19:15:11.377078,P1213,Lego,Toys,39.5,1,JP,2.0
ORD1176,2025-11-02T19:15:11.377078,P4094,Lego,Toys,29.83,3,CA,1.8
ORD1177,2025-08-20T19:15:11.377078,P5091,T-Shirt,Clothing,22.86,1,CA,1.2
ORD1178,2025-09-22T19:15:11.377078,P7060,Fire TV Stick,Electronics,95.49,1,DE,1.4
ORD1179,2025-10-12T19:15:11.377078,P3714,Lego,Toys,26.58,2,JP,4.6
ORD1180,2025-11-15T19:15:11.377078,P6296,USB-C Cable,Electronics,58.78,2,US,1.6
ORD1181,2025-06-14T19:15:11.377078,P8347,T-Shirt,Clothing,22.37,2,IN,3.5
ORD1182,2025-07-12T19:15:11.377078,P5088,Data Science,Books,22.83,1,GB,4.4
ORD1183,2025-07-20T19:15:11.377078,P8630,Data Science,Books,13.75,3,CA,2.6
ORD1184,2025-07-04T19:15:11.377078,P6429,USB-C Cable,Electronics,78.05,1,JP,1.5
ORD1185,2025-07-14T19:15:11.377078,P2600,Board Game,Toys,5.46,2,IN,1.7
ORD1186,2025-07-11T19:15:11.377078,P8910,Air Fryer,Home,42.11,1,BR,4.4
ORD1187,2025-08-31T19:15:11.377078,P7478,Lamp,Home,11.74,3,GB,2.0
ORD1188,2025-11-03T19:15:11.377078,P1027,Lego,Toys,13.66,1,IN,3.1
ORD1189,2025-09-01T19:15:11.377078,P8428,Plush,Toys,27.61,2,DE,1.5
ORD1190,2025-08-22T19:15:11.377078,P8507,Python 101,Books,39.97,1,JP,1.7
ORD1191,2025-07-12T19:15:11.377078,P8868,Data Science,Books,7.98,1,US,1.5
ORD1192,2025-09-14T19:15:11.377078,P1645,USB-C Cable,Electronics,98.73,4,DE,2.6
ORD1193,2025-11-21T19:15:11.377078,P2282,Air Fryer,Home,37.72,4,IN,4.0
ORD1194,2025-11-09T19:15:11.377078,P7136,Data Science,Books,40.04,4,CA,1.2
ORD1195,2025-09-17T19:15:11.377078,P1486,Jeans,Clothing,21.32,3,IN,4.2
ORD1196,2025-08-14T19:15:11.377078,P3584,Moisturizer,Beauty,33.62,3,BR,1.0
ORD1197,2025-06-08T19:15:11.377078,P4577,Lamp,Home,25.88,4,DE,1.5
ORD1198,2025-08-06T19:15:11.377078,P2378,Python 101,Books,28.88,2,JP,2.3
ORD1199,2025-09-23T19:15:11.377078,P6923,Novel,Books,53.09,2,FR,2.9
ORD1200,2025-06-28T19:15:11.377078,P1816,Lamp,Home,1.61,3,BR,4.4
ORD1201,2025-11-04T19:15:11.377078,P7716,Vacuum,Home,2.91,2,BR,5.0
ORD1202,2025-07-21T19:15:11.377078,P4250,Data Science,Books,21.34,1,JP,2.5
ORD1203,2025-09-06T19:15:11.377078,P2345,Sunscreen,Beauty,28.81,4,BR,3.0
ORD1204,2025-09-21T19:15:11.377078,P4624,Sunscreen,Beauty,47.48,1,CA,2.6
ORD1205,2025-06-13T19:15:11.377078,P3923,Data Science,Books,31.06,4,BR,3.6
ORD1206,2025-07-25T19:15:11.377078,P8244,Sunscreen,Beauty,38.58,4,GB,4.1
ORD1207,2025-09-25T19:15:11.377078,P2549,Sneakers,Clothing,10.1,4,GB,2.1
ORD1208,2025-09-26T19:15:11.377078,P9228,Moisturizer,Beauty,43.39,2,JP,1.8
ORD1209,2025-11-15T19:15:11.377078,P6240,Jeans,Clothing,13.16,4,FR,2.0
ORD1210,2025-11-19T19:15:11.377078,P5674,Plush,Toys,51.91,3,DE,3.7
ORD1211,2025-11-01T19:15:11.377078,P9661,Vacuum,Home,20.44,3,FR,2.8
ORD1212,2025-07-24T19:15:11.377078,P8708,Board Game,Toys,44.55,2,FR,3.0
ORD1213,2025-07-10T19:15:11.377078,P4625,Data Science,Books,15.75,4,JP,4.7
ORD1214,2025-10-09T19:15:11.377078,P9969,Board Game,Toys,39.75,1,IN,4.1
ORD1215,2025-07-10T19:15:11.377078,P6455,Fire TV Stick,Electronics,53.45,3,BR,2.2
ORD1216,2025-08-09T19:15:11.377078,P3577,Lego,Toys,39.89,2,GB,4.3
ORD1217,2025-05-29T19:15:11.377078,P1352,Board Game,Toys,18.11,2,CA,4.2
ORD1218,2025-10-14T19:15:11.377078,P6443,USB-C Cable,Electronics,79.45,3,US,2.6
ORD1219,2025-06-24T19:15:11.377078,P1237,Novel,Books,12.74,4,DE,3.5
ORD1220,2025-06-09T19:15:11.377078,P9445,Sneakers,Clothing,59.71,3,GB,4.2
ORD1221,2025-09-24T19:15:11.377078,P5072,Lego,Toys,33.21,1,US,4.3
ORD1222,2025-09-04T19:15:11.377078,P3192,Vacuum,Home,25.47,3,FR,3.7
ORD1223,2025-11-23T19:15:11.377078,P1285,Sunscreen,Beauty,17.88,1,FR,1.4
ORD1224,2025-07-24T19:15:11.377078,P3672,Sunscreen,Beauty,50.47,2,DE,2.7
ORD1225,2025-07-30T19:15:11.377078,P3913,Lego,Toys,41.39,4,IN,4.3
ORD1226,2025-07-24T19:15:11.377078,P3116,Sneakers,Clothing,57.07,2,BR,4.2
ORD1227,2025-06-22T19:15:11.377078,P6128,Plush,Toys,26.19,2,JP,1.4
ORD1228,2025-06-09T19:15:11.377078,P5589,Lego,Toys,38.04,2,US,1.0
ORD1229,2025-06-03T19:15:11.377078,P4042,Fire TV Stick,Electronics,76.28,1,BR,4.3
ORD1230,2025-10-29T19:15:11.377078,P3415,Python 101,Books,26.12,1,IN,3.2
ORD1231,2025-08-07T19:15:11.377078,P5909,Novel,Books,58.63,2,BR,2.0
ORD1232,2025-10-10T19:15:11.377078,P7428,Board Game,Toys,29.22,3,DE,2.5
ORD1233,2025-10-10T19:15:11.377078,P9655,Python 101,Books,20.14,3,US,1.3
ORD1234,2025-10-23T19:15:11.377078,P1550,Python 101,Books,51.38,1,DE,5.0
ORD1235,2025-08-16T19:15:11.377078,P9260,T-Shirt,Clothing,19.77,1,DE,4.5
ORD1236,2025-07-01T19:15:11.377078,P6553,Sneakers,Clothing,20.02,2,GB,3.6
ORD1237,2025-09-06T19:15:11.377078,P7712,T-Shirt,Clothing,1.15,1,FR,4.3
ORD1238,2025-06-05T19:15:11.377078,P9377,Novel,Books,22.77,3,FR,2.9
ORD1239,2025-10-11T19:15:11.377078,P1934,Vacuum,Home,11.04,2,IN,3.2
ORD1240,2025-08-29T19:15:11.377078,P2462,Fire TV Stick,Electronics,88.32,1,CA,3.3
ORD1241,2025-05-28T19:15:11.377078,P1084,Lamp,Home,43.66,2,GB,4.6
ORD1242,2025-11-04T19:15:11.377078,P1855,Sunscreen,Beauty,43.26,4,DE,2.9
ORD1243,2025-07-05T19:15:11.377078,P5266,Sneakers,Clothing,46.0,2,FR,1.8
ORD1244,2025-06-14T19:15:11.377078,P4732,Board Game,Toys,60.7,4,GB,2.7
ORD1245,2025-10-29T19:15:11.377078,P2622,Vacuum,Home,28.95,3,CA,2.4
ORD1246,2025-07-14T19:15:11.377078,P9363,Lego,Toys,76.63,2,FR,1.8
ORD1247,2025-06-14T19:15:11.377078,P7777,Sunscreen,Beauty,16.73,3,US,1.5
ORD1248,2025-10-28T19:15:11.377078,P9662,Data Science,Books,7.09,1,IN,4.3
ORD1249,2025-06-04T19:15:11.377078,P2889,Sunscreen,Beauty,46.65,2,DE,2.3
ORD1250,2025-10-20T19:15:11.377078,P9323,Novel,Books,42.19,4,GB,4.9
ORD1251,2025-08-07T19:15:11.377078,P8152,Plush,Toys,32.73,4,FR,1.5
ORD1252,2025-06-15T19:15:11.377078,P8185,Vacuum,Home,43.36,4,IN,3.4
ORD1253,2025-08-13T19:15:11.377078,P8205,Air Fryer,Home,20.38,2,BR,4.7
ORD1254,2025-07-26T19:15:11.377078,P3438,Sunscreen,Beauty,27.57,4,DE,3.3
ORD1255,2025-09-04T19:15:11.377078,P4327,Data Science,Books,37.04,2,CA,2.4
ORD1256,2025-06-26T19:15:11.377078,P5505,Fire TV Stick,Electronics,115.79,2,BR,2.6
ORD1257,2025-10-10T19:15:11.377078,P5791,T-Shirt,Clothing,22.06,4,CA,4.3
ORD1258,2025-09-25T19:15:11.377078,P9930,Sneakers,Clothing,44.0,1,US,4.8
ORD1259,2025-09-09T19:15:11.377078,P9809,Jeans,Clothing,38.46,4,US,1.2
ORD1260,2025-06-01T19:15:11.377078,P4019,Sneakers,Clothing,38.27,1,BR,4.4
ORD1261,2025-05-28T19:15:11.377078,P6109,Plush,Toys,46.92,2,IN,2.3
ORD1262,2025-09-06T19:15:11.377078,P1524,Sneakers,Clothing,71.07,4,CA,1.6
ORD1263,2025-09-01T19:15:11.377078,P3166,Novel,Books,13.58,1,JP,4.9
ORD1264,2025-09-11T19:15:11.377078,P9658,Sunscreen,Beauty,7.85,4,JP,2.5
ORD1265,2025-08-22T19:15:11.377078,P3199,Echo Dot,Electronics,93.29,3,FR,4.9
ORD1266,2025-08-02T19:15:11.377078,P2149,Sunscreen,Beauty,55.66,4,DE,1.5
ORD1267,2025-07-18T19:15:11.377078,P7354,Sneakers,Clothing,17.5,1,CA,4.5
ORD1268,2025-08-19T19:15:11.377078,P4902,Echo Dot,Electronics,88.52,3,BR,1.7
ORD1269,2025-09-16T19:15:11.377078,P2227,Lamp,Home,30.56,4,US,2.8
ORD1270,2025-06-22T19:15:11.377078,P6167,Jeans,Clothing,2.78,2,GB,2.4
ORD1271,2025-08-08T19:15:11.377078,P3021,Lego,Toys,48.53,1,IN,4.9
ORD1272,2025-10-31T19:15:11.377078,P8956,Lego,Toys,44.16,4,BR,2.7
ORD1273,2025-09-01T19:15:11.377078,P4323,Fire TV Stick,Electronics,89.78,1,JP,4.8
ORD1274,2025-07-21T19:15:11.377078,P5698,Vacuum,Home,16.35,3,JP,1.2
ORD1275,2025-06-18T19:15:11.377078,P3543,Board Game,Toys,5.16,4,US,4.3
ORD1276,2025-11-08T19:15:11.377078,P8840,T-Shirt,Clothing,23.48,1,FR,2.6
ORD1277,2025-11-18T19:15:11.377078,P3598,Moisturizer,Beauty,49.33,1,CA,1.8
ORD1278,2025-06-13T19:15:11.377078,P7064,Vacuum,Home,8.46,1,IN,3.8
ORD1279,2025-10-26T19:15:11.377078,P4257,Lamp,Home,47.58,3,JP,1.5
ORD1280,2025-09-02T19:15:11.377078,P9687,Sneakers,Clothing,42.12,2,JP,4.9
ORD1281,2025-08-18T19:15:11.377078,P8762,Novel,Books,28.34,2,DE,2.4
ORD1282,2025-06-10T19:15:11.377078,P6113,Plush,Toys,55.98,3,IN,2.8
ORD1283,2025-06-03T19:15:11.377078,P3836,Board Game,Toys,60.55,1,GB,1.8
ORD1284,2025-08-28T19:15:11.377078,P6977,Board Game,Toys,43.05,2,JP,4.9
ORD1285,2025-06-24T19:15:11.377078,P9395,Echo Dot,Electronics,74.52,2,US,1.8
